sentence,relation,head,head_offset,tail,tail_offset
张智勇，智豪刑事团队创始人及首席合伙人，西南政法大学硕士研究生，西南政法大学量刑中心研究员,毕业院校,张智勇,0,西南政法大学,20
吴旭光，男，1970年11月生，安徽休宁人，中央党校大学学历，现任祁门县委副书记，拟提名为歙县政府县长候选人,毕业院校,吴旭光,0,中央党校,22
《走向二十一世纪的鲁迅》是2001年8月中国文联出版社出版的图书，作者是高旭东,国籍,高旭东,36,中国,20
《山东丫头》是由吴克羣作曲，李雨作词，吴克群、圈9首唱的歌曲，收录于吴克群2016年发行专辑《人生超幽默》中1,所属专辑,山东丫头,1,人生超幽默,47
景德镇市高级工艺美术师张圆圆1，女，1977年出生江西余干，自幼酷爱绘画，毕业于湖北荆沙市工艺美校,毕业院校,张圆圆,11,湖北荆沙市工艺美校,40
简介方鹏骞，男，武汉人，中国共产党党员，法学博士，卫生政策博士后,出生地,方鹏骞,2,武汉,8
《湖边的女孩》是2007年9月14日上映的意大利悬疑、惊悚电影，由安德里亚·莫莱奥尼导演，托尼·瑟维洛、马可·贝里亚尼主演的电影,导演,湖边的女孩,1,安德里亚·莫莱奥尼,33
大剧院版《风雪夜归人》的创作团队，可以说是集结了国内戏剧及影视界的顶尖阵容：导演任鸣将自己艺术生涯30年的理想都倾注到这部他极为钟爱的作品中，而冯远征、余少群、程莉莎、梁丹妮等一众实力派的优秀演员，更是联手为大家奉献出一场诗意唯美与深刻戏剧张力并存的精品大戏,导演,风雪夜归人,5,任鸣,40
张琦，祖籍黑龙江，1983年出生于哈尔滨，黑龙江大学毕业，2002年，独自创立了哈尔滨吉祥航空服务有限公司,出生地,张琦,0,哈尔滨,17
戴尔·库里（dellcurry），男，1964年6月25日生于美国弗吉尼亚州，前美国职业篮球运动员、棒球运动员1，司职得分后卫,出生地,戴尔·库里,0,美国弗吉尼亚州,31
孙爱玲祖籍广东惠阳，1949年生于新加坡,出生地,孙爱玲,0,新加坡,17
朱瑞录 1940年4月生，江苏江都人,出生地,朱瑞录,0,江苏江都,13
日本偶像剧《新高校教师》是由鸭下信一，吉田健，今井夏木执导，上户彩、藤木直人主演的日本偶像剧,导演,新高校教师,6,吉田健,19
冯如冰，高级工程师，现任郑州大学西亚斯国际学院美术学院院长 ，1969年毕业于开封师范学院（现河南大学）美术专业， 毕业后长期从事艺术设计和教学工作,毕业院校,冯如冰,0,开封师范学院,39
罗全超，身高1米93，体重110公斤，来自西安体育学院,毕业院校,罗全超,0,西安体育学院,21
《美国黑帮》（american gangster）是由环球影业发行的犯罪影片，该影片由雷德利·斯科特执导，拉塞尔·克罗、丹泽尔·华盛顿领衔主演,导演,美国黑帮,1,雷德利·斯科特,43
李爱群，女，原是京剧科班出身，毕业于北京戏曲学校，和于荣光是一个班的同学,毕业院校,李爱群,0,北京戏曲学校,18
罗德里格·莫拉是乌拉圭人，粤语名摩拉，出生年月日：1987-10-29 ，身高171cm,出生地,罗德里格·莫拉,0,乌拉圭,8
"凯文·哈特（kevinhart,1954-）是当代澳大利亚著名诗人，被美国文学评论家哈罗德·布鲁姆誉为当今英语世界最伟大的诗人之一，与罗伯特·格雷、莱斯·默里等人齐名",国籍,凯文·哈特,0,澳大利亚,25
导演乔阿吉姆·罗恩尼、艾斯彭·山德伯格在挪威南部的一个叫做桑德菲乔德的小城长大，小时候他们就被《孤筏重洋》的故事激励着去追逐自己的梦想,导演,孤筏重洋,48,乔阿吉姆·罗恩尼,2
《星月逆袭》是17k小说网连载的小说，作者是紫晶魂伤佳音,连载网站,星月逆袭,1,17k小说网,7
苏舜钦（1008—1048），北宋词人，字子美，祖籍梓州铜山（今四川中江），曾祖时迁至开封（今属河南）,祖籍,苏舜钦,0,梓州铜山,26
人物家境章翔，字子云，开封人,出生地,章翔,4,开封,11
《遇人不熟》是由日本日活映画、tbs电视台联合制作的98分钟剧情影片，该片由内田贤治编剧、执导，中村靖日、山中聪、板谷由夏、雾岛丽香、山下规介等主演，于2005年7月16日在日本上映,出品公司,遇人不熟,1,tbs电视台,15
张挺，男，1978年7月生，浙江杭州人，2006年获得浙江大学法学院法律硕士学位,出生地,张挺,0,浙江杭州,14
《末日之仙劫》是晨芒创作的网络小说，发表于17k小说网,连载网站,末日之仙劫,1,17k小说网,21
"temizkanoglu ogün,土耳其籍足球运动员",国籍,temizkanoglu ogün,0,土耳其,18
《谍影无痕》是由文谦、陈晓雷执导的作品，于清斌参加演出,导演,谍影无痕,1,文谦,8
白百何，本名白雪，1984年3月1日出生于山东省青岛市市北区，中国内地女演员，2006年毕业于中央戏剧学院表演系本科班,国籍,白百何,0,中国,31
平野俊弘（ひらの としひろ hirano toshihiro，现改名：平野俊贵 hirano toshiki）1956年出生于日本东京都，是80年代冒险动画家之一,出生地,平野俊贵,35,日本东京都,63
陈璘（1532年3月3日—1607年6月2日），字朝爵，号龙崖，韶州翁源县（今广东省韶关市翁源县）人，明代将领、抗倭英雄,出生地,陈璘,0,韶州翁源县,32
北京芬特音乐工作室（beijingfentemusicstudio）于2006年创建在北京市中心紫禁城内的皇家大院“劳动人民文化宫”，2011年搬迁至北京市西城区陟山门街（景山公园与北海公园之间）,所在城市,景山公园,86,北京市,43
《心灰姑娘》是歌手陈文媛专辑《fantasia》中的一首歌曲,所属专辑,心灰姑娘,1,《fantasia》,14
袁钧瑛，1958年出生于中国上海，分子生物学家，美国艺术与科学院院士、美国国家科学院院士，哈佛大学医学院细胞生物学系终身教授1，中国科学院生物与化学交叉研究中心主任2,出生地,袁钧瑛,0,中国上海,12
《战狼崛起》是连载于起点中文网的网络小说，作者是自由的无聊,连载网站,战狼崛起,1,起点中文网,10
1经历现在芦璐一边打球，一边还在北京体育大学读大三，是刘国正的校友,毕业院校,刘国正,27,北京体育大学,16
1909年，竺可桢考入唐山路矿学堂（今西南交通大学）学习土木工程，学习成绩居全班第一,毕业院校,竺可桢,6,唐山路矿学堂,11
茶花女，2007年国产电视剧，导演徐宏,导演,茶花女,0,徐宏,17
赵光前，男，毕业于武汉中南民族大学法学院，并获得法学学士学位和国际经济与贸易双学士本科学位，毕业后曾到某检察院和某法院实习、工作,毕业院校,赵光前,0,武汉中南民族大学,9
《情网》收录在张学友的《吻别》专辑中，粤语版本叫《等你回来》,所属专辑,情网,1,吻别,12
沈文阿，字国卫，吴兴武康人,出生地,沈文阿,0,吴兴武康,8
"夏荆山，1923年出生于山东,祖籍寿光市稻田镇官路村，字光桦，楠竹居士，美籍华人，著名爱国华侨，海内外知名的佛教善信檀越，佛教绘画艺术家和传统文化的积极传播者",祖籍,夏荆山,0,寿光市稻田镇官路村,17
为了不让你伤心 伤了我的心专辑介绍歌曲《表面的和平》收录于陈绮贞第四张专辑《华丽的冒险》,所属专辑,表面的和平,20,华丽的冒险,38
导演丹尼斯甘赛尔向来对于这类题材感兴趣，「《恶魔教室》是我长久以来都想拍的故事，如今真的完成了，有如生命中的第一个美梦实现了,导演,恶魔教室,22,尼斯甘赛尔,3
《日落紫禁城》是中国国际电视总公司1997年拍摄的30集电视连续剧,出品公司,日落紫禁城,1,中国国际电视总公司,8
《青春的陷阱》由郑世浩导演的经典韩剧，真的很好看,导演,青春的陷阱,1,郑世浩,8
铃原爱蜜莉（日文名：铃原エミリ）是一位日本av女优，1994年4月20日出生于东京都，身高161cm，星座是白羊座,出生地,铃原爱蜜莉,0,东京都,39
而电商也是新片场创新举措中的一点：以《造物集》为例，作为魔力tv旗下造物集工作室出品的清新手作影像系列，《造物集》的拍摄手法、温馨故事都受到了大众的喜爱，同时影像中的手作也捕获了一批忠实粉丝，新片场抓住机遇，将这些精美的手工制作物在电商平台上进行售卖,出品公司,造物集,19,魔力tv,28
《miss cool外传》，香港电视广播有限公司时装校园电视剧，由钟嘉欣、黄宗泽及王浩信领衔主演,出品公司,miss cool外传,1,香港电视广播有限公司,14
传奇影业由知名影人托马斯·图尔创立，制作发行过《盗梦空间》和《蝙蝠侠》系列等众多知名影片,出品公司,盗梦空间,24,传奇影业,0
新版《流星花园》2017年11月开拍，暌违16年后再度由柴智屏制作，并邀请《16个夏天》的导演许富翔执导,导演,16个夏天,38,许富翔,47
《砂之器》是日本朝日电视台制作并播出的悬疑sp电视剧,出品公司,砂之器,1,朝日电视台,8
《重启》由中国戏曲学院，2009级戏曲影视导演专业赵洋执导，导演将一个并不新鲜的情感问题拿捏得别有韵味，你喜欢的最后不一定是你的，你拥有的却不是你想要的,导演,重启,1,赵洋,25
《午夜巴黎》是伍迪·艾伦继《午夜巴塞罗那》之后的又一部在完全在欧洲拍摄的“午夜系列”,导演,午夜巴塞罗那,14,伍迪·艾伦,7
然后再说说谢娜吧，真的很喜欢谢娜的性格，就是那种大大咧咧的那种，每次见他在电视上都是笑，每次心情不好的时候如果看他的节目心情肯定大好，最喜欢看谢娜的节目，他总是给观众带来欢乐，最喜欢看她的快乐大本营，很喜欢她细腻的情感，高兴就笑，感动就哭,主持人,快乐大本营,94,谢娜,5
歌曲：红雪莲  演唱：乌兰托娅  专辑：陪你一起看草原  发行：广东星文文化传播有限公司  发行时间: 2009-06-13  歌曲描述：  这是一首非常好听的歌曲，可以说是百听不厌,所属专辑,红雪莲,3,陪你一起看草原,20
吴大羽，宜兴宜城镇人，我国杰出的油画家，艺术教育家，中国现代画事业的奠基人之一，1903年生,国籍,吴大羽,0,中国,26
1923年薛卓汉离芜赴上海大学学习，入校后不久加入中国共产党,毕业院校,薛卓汉,5,上海大学,11
《育成日记》是连载于晋江文学城的小说，作者是浅田,连载网站,育成日记,1,晋江文学城,10
基本资料球员:米德特西恩  生日:1982年10月2日  身高:183cm  体重:75kg  球衣号码:8  国籍:挪威  效力球队:布莱尼  场上位置:后卫  前度效力球队:曼格隆特星队  曾经效力球队:曼格隆特星队球队阵容前锋  g,国籍,米德特西恩,7,挪威,59
《穿越之我要给你幸福》是雨假无人创作的网络小说，发表于17k小说网,连载网站,穿越之我要给你幸福,1,17k小说网,27
由于是从北京北站出发的京包铁路的第五个道口，故名“五道口”，而其前后各有“四道口”、“双清路道口”,所在城市,五道口,25,北京,4
终其一生执著电影不悔的筱田升，正直创作的高峰期，却在短时间内发病、去世，徒留世人惊愕与遗憾，遗世的最后两部作品是《在世界的中心呼喊爱》（行定勋导）、《花与爱丽丝》（岩井俊二导）失去他不仅是日本电影界的损失，因为，他本身就是艺术,导演,花与爱丽丝,75,岩井俊二,82
2017年年末播出的《平安谷之诡谷传说》，不算是tvb的主打戏，放在台庆过后播出，有点甩尾盘的意思,出品公司,平安谷之诡谷传说,11,tvb,24
《香港奇案·雾夜屠夫》是由鞠觉亮执导，任达华等人主演的一部恐怖片,导演,香港奇案·雾夜屠夫,1,鞠觉亮,13
厉聚龙  男，1941年10年生，江苏无锡人,出生地,厉聚龙,0,江苏无锡,17
由芒果影视、深蓝影业出品的《我站在桥上看风景》日前正在湖南卫视热播，剧中姜潮饰演的总裁章峥岚爱上剑道女教师萧水光(李溪芮 饰)，用温暖治愈遭受情感创伤的萧水光,出品公司,我站在桥上看风景,14,芒果影视、深蓝影业,1
马海方是中央美术学院国画系的“科班”出身，但他从不把这当“资本”,毕业院校,马海方,0,中央美术学院,4
胡盛源，男，汉族，永定县人，1965年7月生，1995年3月加入中国共产党，大学学历,出生地,胡盛源,0,永定县,9
《穿越只为一生有你》是倾墨写的网络小说连载于17k小说网,连载网站,穿越只为一生有你,1,17k小说网,22
人物简介易治平，男，汉族，1933年出生，湖南长沙人，中国共党员,国籍,易治平,4,中国,27
《九洲大陆》是紫龙横空创作的网络小说，发表于17k小说网,连载网站,九洲大陆,1,17k小说网,22
1979年出生的王兴，是清华大学的高材生，此时已经历过校内、饭否等项目，成了互联网圈的风云人物,毕业院校,王兴,8,清华大学,12
个人简介姓名：崔殷城  场上位置:门将  身高：184厘米   体重：72公斤   惯用脚：右脚   出生地：下南(韩国)   代表国家队：出场1次，进0球   欧洲三大杯：出场0次，进0球   欧洲冠军联赛：出场0次，进0球职业生涯,国籍,崔殷城,7,韩国,58
罗宗志，男，汉族，1964年1月生，四川双流人，1983年8月南京机器制造学校金属热处理专业中专毕业，1992年7月西安交通大学金属材料及热处理专业在职研究生毕业、工学硕士，1983年8月参加工作，1991年4月加入中国共产党，高级工程师,出生地,罗宗志,0,四川双流,18
1988年毕业于中央戏剧学院的吴秀波辞去了中国铁路文工团的工作，转行当起了驻场歌手，后来开过餐厅，卖过电器，但是都无疾而终,毕业院校,吴秀波,15,中央戏剧学院,8
《吾栖之肤》是西班牙导演佩德罗·阿莫多瓦的成熟作品，既没有令人有太多失望，除了些许形式和体裁上的变化，对于自己以前作品的多种联系也让观众倍感熟悉,导演,吾栖之肤,1,佩德罗·阿莫多瓦,12
黄选忠：男，汉族，1962年出生，湖北人,出生地,黄选忠,0,湖北,17
《微笑向阳安之若素》是连载于17k小说网的一部小说，作者是微笑向阳,连载网站,微笑向阳安之若素,1,17k小说网,14
《珠光宝气》是一首由林若宁作词，李汉作曲，香港女歌手傅颖演唱的粤语歌曲，收录于2008年07月23日发行的专辑《smiling》中,所属专辑,珠光宝气,1,《smiling》,55
专著《意象心语——邱兴雄美术作品集》由中国美术学院出版社出版,国籍,邱兴雄,9,中国,19
近日，有消息称综艺节目《高能少年团》第二季将正式开录，拟定下周开始，原班人马王俊凯、刘昊然、张一山、董子健、王大陆不变，届时还将加入一位女mc和素人，预计将于2018年第二季度周六浙江卫视黄金档播出,主持人,高能少年团,12,董子健,50
伍英才（英语：william poy，1907年-2002年2月3日），著名华裔加拿大人，前任加拿大总督伍冰枝的父亲,国籍,伍英才,0,加拿大,40
两人都是演技在线，文章本人凭借《奋斗》这部电视剧大火，因电影《失恋33天》获得百花奖最佳男主角，在大型抗战片《雪豹》中扮演的周卫国一角让大家眼前一亮，自导自演的电视剧《小爸爸》也是广受观众欢迎,导演,小爸爸,84,文章,9
长沙理工大学讯：2012年11月1日下午，应外国语学院和文法学院邀请，当代著名学者、作家、书法家、中国国际文艺家协会副主席爱新觉罗·溥光（汉名：宋曙光）先生莅临我校进行讲学，讲座题目为“周易与现代观人术”，参加讲座的有外国语学院及文法学院部分领导、教师、本科生和研究生两百余人，讲座由外国语学院副院长段胜峰主持，香港国际导师评审协会主席张淑美女士、中国国际文艺家协会主席刘云峰先生两位特邀嘉宾出席,国籍,溥光,66,中国,49
《终级火影》是宇智波带土创作的网络小说，发表于17k小说网,连载网站,终级火影,1,17k小说网,23
《如意酷宝之西欧兔》是江苏如意通动漫产业有限公司出品的动画，导演为冯成明,导演,如意酷宝之西欧兔,1,冯成明,33
《绝世狂颜》是一部小说，作者是微笑冰，连载网站17k小说网,连载网站,绝世狂颜,1,17k小说网,23
《就算全世界与我为敌》是陈绮贞演唱的一首歌曲，收录在专辑《groupies吉他手》当中,所属专辑,就算全世界与我为敌,1,groupies吉他手,29
2012年，主演的现代都市爱情剧《北京爱情故事》饰演沈冰德国哲学家、数学家莱布尼茨：世界上没有完全相同的树叶,国籍,莱布尼茨,37,德国,28
人物介绍徐勉字修仁，东海郯人,出生地,徐勉,4,东海郯,10
2010年，被禽兽般的丈夫割掉鼻子和耳朵的阿富汗少女艾沙（aesha mohammadzai1）登上美国《时代》杂志封面，其悲惨的遭遇让人们记住这位勇敢的封面女郎,国籍,aesha mohammadzai,29,阿富汗,21
《古族皇后》是潇湘书院连载的穿越架空小说，作者是无名．月色,连载网站,古族皇后,1,潇湘书院,7
1988年，阿基诺夫人来中国访问的时候，她还特别带着自己的两个女儿去了自己 的祖籍地福建龙海市鸿渐村祭祖，她在祭祖的时候说：我是菲律宾的总统，也是这个村的女儿,国籍,阿基诺,6,菲律宾,64
《朝内八十一号》原名《朝内81号》是韩琰执导的惊悚网络剧，由许敏、银雪、文谦、李菁等主演,导演,朝内八十一号,1,韩琰,18
金万红，男，1988年毕业于延边大学经法系，在黑龙江省从事多年司法工作,毕业院校,金万红,0,延边大学,14
top3. 朱茵，1971年10月25日出生于香港，中国香港影视女演员、歌手，毕业于香港演艺学院戏剧系,毕业院校,朱茵,6,香港演艺学院,42
《末世之无限能力》是冻冻机创作的网络小说，发表于起点网,连载网站,末世之无限能力,1,起点网,24
第二届北京大学mba校友会副会长4  薛志勇毕业后从事工程项目管理多年，从2003年起进入房地产行业，专司开发与经营,毕业院校,薛志勇,19,北京大学,3
小雏菊（bellis perennis l）《雏菊》又译名（爱无间）是2006年上映的一部电影，由香港导演刘伟强执导的韩国黑帮电影,导演,雏菊,1,刘伟强,53
《搭便车的女人》是1999年发行的歌曲，由伍思凯演唱，所属专辑为《怎么做朋友》,所属专辑,搭便车的女人,1,怎么做朋友,33
战天神诀，纵横首发，今已签约，欢迎阅读,连载网站,战天神诀,0,纵横,5
江其生，男，火箭军总医院中心实验室主任、全军核辐射损伤医学监测与防治研究中心主任，主任医师，教授博士后，研究生导师、博士后合作导师，博士（肿瘤与放射病专业）毕业于第三军医大学,毕业院校,江其生,0,第三军医大学,81
人物简介丛建萍，毕业于山东大学护理学院,毕业院校,丛建萍,4,山东大学护理学院,11
前任：卫疌伯，《世本》中又称卫挚伯，名已失传，卫国第五任国君，卫嗣伯之子，卫靖伯之父,出生地,卫靖伯,37,卫国,23
《坐在最后一排的女孩》是在17k小说网连载的小说，作者是暗月枷锁,连载网站,坐在最后一排的女孩,1,17k小说网,13
创作背景刘忻表示迷你专辑《我是你的女朋友》中的主打歌《两道彩虹》是自己的原创歌曲，天娱音乐对于刘忻的第一张迷你专辑始终保持着高度审慎的态度，越是受期待，就越是要沉着,所属专辑,两道彩虹,27,我是你的女朋友,13
《爱上经典》是以“经典歌曲”为主要线索展开，每期邀请国内著名歌手、演员、社会知名人士作客节目，主持人是王婧、戴军,主持人,爱上经典,1,王婧,51
廖廷帮，男，汉族，1967年7月出生，广西钟山人，1992年6月加入中国共产党，1991年12月参加工作，广西区党校经济管理专业，大专学历,国籍,廖廷帮,0,中国,34
《两种讲法》是由潘源良作词，tim leung作曲，陈奕迅演唱的一首粤语歌曲，收录于专辑《我的快乐时代》中，发行于1998年05月26日,所属专辑,两种讲法,1,我的快乐时代,45
"2006年，尹恩惠因与朱智勋、金桢勋、宋智孝等演员合作出演黄仁雷导演的爱情电视剧《宫》而风靡亚洲，人气不断蹿升,并获得2006年mbc电视台演技大赏女子新人奖",导演,宫,41,黄仁雷,29
贾午（260年－300年），平阳郡襄陵县（今山西省襄汾县）人，西晋初期权臣贾充之女，晋惠帝皇后贾南风的同母妹，韩寿的妻子，贾谧的母亲,出生地,贾午,0,平阳郡襄陵县,14
”21岁的姚俊就是其中之一，他现在就读于南京大学，是村里有名的高材生,毕业院校,姚俊,5,南京大学,20
沈重宇（1900～1966）四川内江人，1954年入四川省文史研究馆,出生地,沈重宇,0,四川内江,14
刘屹昕自4岁起学习钢琴，先后就读于上海音乐学院附小、附中，于2001年进入上海音乐学院钢琴系,毕业院校,刘屹昕,0,上海音乐学院,17
莫小行，出身于教师世家，毕业于浙江教育学院化学本科专业，任教27年，1其中担任班主任工作达12年,毕业院校,莫小行,0,浙江教育学院,15
彭付芝，北航马克思主义学院教授，1986年7月自武汉大学毕业后至今，从事“思想政治理论”课教学工作,毕业院校,彭付芝,0,武汉大学,24
公告称，吕丽君现年36岁，曾于2001年至2005年加入华人置业并参与该公司于香港及内地的物业租赁业务，持有英国伦敦大学国王学院化学哲学博士学位，现任广州市政协委员,毕业院校,吕丽君,4,英国伦敦大学,54
雷军18岁时考入武汉大学计算机系，用两年时间修满了四年的学分，提前毕业,毕业院校,雷军,0,武汉大学,8
牛皋（1087年—1147年），字伯远，汝州鲁山（今河南平顶山市鲁山县）人，南宋抗金名将,出生地,牛皋,0,汝州鲁山,20
a·米查尔，希腊国籍，男，足球运动员,国籍,a·米查尔,0,希腊,6
人物生平民国10年(1921)夏，邓崇卯毕业于新铺公学，后考进广东省立梅州中学,毕业院校,邓崇卯,17,梅州中学,35
翻了一下资料，发现一个有趣的现象，98年4月推出的民放日剧中，在台湾播出的比例将近90%，原因单纯，因为该档的平均水准整齐，卡司够强，单一个富士电视台，就同时推出《庶务二课》、《网路情人》、《恋爱急不得》和这部《手足情深》…，而在时段的安排上，这部《手足情深》更被安排在看板型的“月9”档，受重视的程度由此可见,出品公司,手足情深,106,富士电视台,70
马青林，男，回族，1960年4月生，甘肃康乐人，1988年12月加入中国共产党，1976年3月参加工作，兰州大学历史文化学院民族学专业毕业，在职研究生学历，法学博士,国籍,马青林,0,中国,34
个人履历何竹本，湖南省醴陵县泗汾乡人，黄埔军校第六期通信科、陆军大学正则班第十四期毕业,毕业院校,何竹本,4,陆军大学,30
美国人对王家卫的名字很陌生，不过美国媒体在报道时说，王家卫早就因一部《春光乍泄(happytogether)在九七年就获得过康城影展大奖，而十年后李安才以同样的同性恋题材的电影《断背山》，获得奥斯卡最佳导演奖，言下之意，是李安抄袭了王家卫,导演,春光乍泄,35,王家卫,4
刘敬（生、卒年月失考），字孟直，明武冈州（今湖南省武冈市法相岩乡资南村）人,出生地,刘敬,0,武冈州,17
"nadunda oleg,乌克兰籍足球运动员",国籍,nadunda oleg,0,乌克兰,13
《三国将神》是在逐浪网上连载的一部游戏网游类小说，作者是风云雾起,连载网站,三国将神,1,逐浪,8
吴战军，毕业于第四军医大学，解放军第456医院副院长,毕业院校,吴战军,0,第四军医大学,7
《杠上开花》是森田传媒、江苏创界等联合出品的喜剧电影，由贾一平执导并主演，刘雨欣、袁弘、吴志雄、赵滨、王迅等共同出演,导演,杠上开花,1,贾一平,28
龙川县和佗城镇高度重视苏维埃政府遗址的重建工作，基本效仿原型，并立一尊黄克半身塑像，重刻碑文，新建一道碑林墙，为革命历史资料、文物布展，建成后作为该县的爱国主义教育基地,出生地,黄克,35,龙川,0
2  年，王守觉复员后到已迁至上海的同济大学继续学习,毕业院校,王守觉,5,同济大学,18
杜尔穆斯 ，出生于1994年，土耳其人，身高179cm，体重72kg，所属球队是土耳其,国籍,杜尔穆斯,0,土耳其,15
《领导管人流程管事2》是2010年中国经济出版社出版的图书，作者是曾伟,国籍,曾伟,33,中国,17
《伴你高飞》是导演李虹在1998年的处女作,导演,伴你高飞,1,李虹,9
《传奇陆小风》作者是古贤，连载网站是17k小说网，属于小说,连载网站,传奇陆小风,1,17k小说网,18
今天小编就为大家盘点几个我们儿时喜欢看的动漫《黑猫警长》是由戴铁郎、范马迪导演，顾建国、秦宝宜、沈加清、薛秋生、张平、殷奇华毅等设计的一部动画片，改编于原作者诸志祥1981年9月创作的连环画,导演,黑猫警长,23,戴铁郎,30
《kahit isang saglit》是gilbert perez导演的一部剧情电影,导演,kahit isang saglit,1,gilbert,21
《一帘幽梦》是费玉清演唱的一首歌曲，收录在专辑《只想听见费玉清 总精选》当中,所属专辑,一帘幽梦,1,只想听见费玉清 总精选,24
黄家谦，1959年生，广东省高要市人，中共党员，研究生学历,出生地,黄家谦,0,高要市,14
《这个世界》是由张信哲翻唱蔡蓝钦作品，收录于1993年专辑《心事》中,所属专辑,这个世界,1,心事,30
《鸳鸯手帕》是在17k小说网连载的小说，作者是夏长茂,连载网站,鸳鸯手帕,1,17k小说网,8
杨群江，男，侗族，出生于六十年代，广西柳州市三江县人，自学考试中文本科毕业,毕业院校,杨群江,0,自学考试中文本科毕业,27
"约翰·沃尔（john wall），1990年9月6日出生于美国北卡罗来纳州罗利（raleigh, north carolina），美国职业篮球运动员，司职控球后卫，效力于nba华盛顿奇才队",国籍,约翰·沃尔,0,美国,29
百度名片人物简介蔡永川毕业于中山大学mpa--公共管理硕士,毕业院校,蔡永川,8,中山大学,14
《成均馆绯闻》是韩国kbs电视台于2010年8月30日起播出的月火剧，根据韩国作家郑恩阙的小说《成均馆儒生们的日子》改编,国籍,郑恩阙,41,韩国,8
龚豪样：祖籍河南邓州，1949年生于上海，生活工作于徐州,出生地,龚豪样,0,上海,18
李小冉1976年5月8日生于北京，1995年毕业于北京舞蹈学院,毕业院校,李小冉,0,北京舞蹈学院,25
《不良笑花》是可米瑞智国际艺能有限公司出品的一部偶像剧，由张博昱和林华联合导演，柴智屏制作，由杨丞琳、潘玮柏、藤冈靛、陈妍希等人主演,导演,不良笑花,1,张博昱,29
《人证》由导演柳国庆执导，王志飞、娟子、白凡、张恒主演，另有同名日本电影《人证》,导演,人证,1,柳国庆,7
伊桑克尔stefan ilsanker，男，奥地利人，职业是运动员,出生地,伊桑克尔,0,奥地利,22
《游龙惊凤》是由“台湾超视”投资制作，王重光导演，潘迎紫、金超群、邢岷山主演的古装电视剧,出品公司,游龙惊凤,1,台湾超视,9
三小只中王俊凯去年先行一部，已经是北京电影学院大一的学生,毕业院校,王俊凯,4,北京电影学院,17
2011年，格恩迪·塔塔科夫斯基接手执导这部电影，而《精灵旅社》便成为塔塔科夫斯基个人的第一部影片,导演,精灵旅社,27,格恩迪·塔塔科夫斯基,6
《世界辣么大》是一部由腾讯视频、同程旅游、思美传媒联合出品，刘嘉殷执导，于洋、于朦胧、方逸伦等主演的网络剧，于2016年2月14日播出,导演,世界辣么大,1,刘嘉殷,30
郑礼林，女，1963年6月出生，1987年7月毕业于安徽医科大学，大学学历，本科学位，儿科副主任医师,毕业院校,郑礼林,0,安徽医科大学,26
都知道tfboys的三位成员年龄都不是很大，最大的王俊凯今年也不过是18岁，少年成名是对他们这个组合最形象的介绍了吧，不过易烊千玺今年也马上18岁了，要开始上大学了，很多粉丝好奇他最终会选择哪一所学校呢，要知道队长王俊凯是进入北京电影学院学习了，会不会在一块呀,毕业院校,王俊凯,25,北京电影学院,113
王希、赵东标、云乃彰，基于小波包变换、模糊控制的电解加工间隙检测与控制，中国机械工程，2006，17（11）:1170-1173,国籍,王希,0,中国,36
赵恒佑 男，1936年3月生，北京人,出生地,赵恒佑,0,北京,15
我爱熊，韩国mbc电视台出品电视剧，2001年上映,出品公司,我爱熊,0,韩国mbc电视台,4
《美丽人生》（ビューティフルライフ，beautiful life）是日本tbs电视台于2000年1月16日至3月26日期间播出的爱情电视连续剧,出品公司,美丽人生,1,日本tbs电视台,34
《丫头，本王只宠你》是一部小说，作者是雨墨空寂，连载网站潇湘书院,连载网站,丫头，本王只宠你,1,潇湘书院,28
"基本资料球员:尼美斯  生日:1983年2月4日  身高:181cm  体重:73kg  球衣号码:11  国籍:葡萄牙  效力球队:达斯亚  场上位置:前锋球队阵容前锋  欧思曼,卡林科夫,v",国籍,尼美斯,7,葡萄牙,57
1龙潭古镇位于重庆市渝东南酉阳土家族苗族自治县东部，距县城40公里，与秀山县 接壤，地处武陵山区腹地，为酉东门户,所在城市,龙潭古镇,1,重庆市,7
8家庭背景史蒂芬·霍金91942年1月8日出生于英国牛津，他的父亲弗兰克与母亲伊莎贝尔都就读于牛津大学，弗兰克主修医学，伊莎贝尔学习哲学、政治学和经济学,出生地,史蒂芬·霍金,5,英国牛津,24
《我会永远爱着你》是在17k小说网连载的小说，作者是我来自孤独星球,连载网站,我会永远爱着你,1,17k小说网,11
《是你叫我》是由林夕作词，包小柏作曲，周华健演唱的一首歌，收录于专辑《弦弦全全》中,所属专辑,是你叫我,1,弦弦全全,35
比尔·卡特莱特（bill cartwright），1957年7月30日出生于美国加利福利亚州洛蒂，1前美国职业篮球运动员，司职中锋，绰号“比尔先生”（mr,出生地,比尔·卡特莱特,0,美国加利福利亚州洛蒂,38
随后，出演了由空证电视艺术中心出品，宋海波导演指导的军旅战争剧《绝密543》（原名《大器》）,导演,绝密543,32,宋海波,18
在成功帮助日本女子国家队入围2011年德国女足世界杯之后，安藤梢也将2010年亚洲杯（就是我国女足收获公平竞赛奖实现最近几年荣誉方面零的突破的那一届）金靴奖纳入怀中,国籍,安藤梢,29,日本,5
